doi,best_oa_evidence,best_oa_host,best_oa_license,best_oa_url,best_oa_url_is_pdf,best_oa_version,data_standard,doi_url,genre,is_oa,is_paratext,journal_is_in_doaj,journal_is_oa,journal_issn_l,journal_issns,journal_name,oa_status,published_date,publisher
10.4102/ojvr.v71i1.286,oa journal (via doaj),publisher,cc-by,https://ojvr.org/index.php/ojvr/article/download/286/265,True,publishedVersion,2,https://doi.org/10.4102/ojvr.v71i1.286,journal-article,True,False,True,True,0030-2465,"2219-0635,0030-2465",Onderstepoort J Vet Res,gold,2004-11-08,AOSIS
10.1654/1525-2647(2003)070[0042:eotssm]2.0.co;2,,,,,False,,2,https://doi.org/10.1654/1525-2647(2003)070[0042:eotssm]2.0.co;2,journal-article,False,False,False,False,1525-2647,1525-2647,Comparative Parasitology,closed,2003-01-01,Helminthological Society
10.1016/0006-2952(79)90474-x,,,,,False,,2,https://doi.org/10.1016/0006-2952(79)90474-x,journal-article,False,False,False,False,0006-2952,0006-2952,Biochemical Pharmacology,closed,1979-05-01,Elsevier BV
10.1016/j.vetpar.2006.01.001,,,,,False,,2,https://doi.org/10.1016/j.vetpar.2006.01.001,journal-article,False,False,False,False,0304-4017,0304-4017,Veterinary Parasitology,closed,2006-04-01,Elsevier BV
10.1645/ge-2512.1,,,,,False,,2,https://doi.org/10.1645/ge-2512.1,journal-article,False,False,False,False,0022-3395,"0022-3395,1937-2345",Journal of Parasitology,closed,2010-10-01,American Society of Parasitologists
10.1051/parasite/2006132115,open (via free pdf),publisher,,https://www.parasite-journal.org/articles/parasite/pdf/2006/02/parasite2006132p115.pdf,True,publishedVersion,2,https://doi.org/10.1051/parasite/2006132115,journal-article,True,False,False,False,1252-607X,"1252-607X,1776-1042",Parasite,bronze,2006-06-01,EDP Sciences
10.1051/parasite/1997043227,open (via free pdf),publisher,,https://www.parasite-journal.org/articles/parasite/pdf/1997/03/parasite1997043p227.pdf,True,publishedVersion,2,https://doi.org/10.1051/parasite/1997043227,journal-article,True,False,False,False,1252-607X,"1252-607X,1776-1042",Parasite,bronze,1997-09-01,EDP Sciences
10.1007/bf00010868,,,,,False,,2,https://doi.org/10.1007/bf00010868,journal-article,False,False,False,False,0165-5752,"0165-5752,1573-5192",Systematic Parasitology,closed,1992-11-01,Springer Science and Business Media LLC
10.1051/parasite/2001081053,open (via free pdf),publisher,,https://www.parasite-journal.org/articles/parasite/pdf/2001/01/parasite2001081p53.pdf,True,publishedVersion,2,https://doi.org/10.1051/parasite/2001081053,journal-article,True,False,False,False,1252-607X,"1252-607X,1776-1042",Parasite,bronze,2001-03-01,EDP Sciences
NA,,,,,False,,1,https://doi.org/NA,,False,False,False,False,,,,,,
10.1638/1042-7260(2003)34[0016:beofrl]2.0.co;2,,,,,False,,2,https://doi.org/10.1638/1042-7260(2003)34[0016:beofrl]2.0.co;2,journal-article,False,False,False,False,1042-7260,1042-7260,Journal of Zoo and Wildlife Medicine,closed,2003-03-01,American Association of Zoo Veterinarians
10.1638/06-062.1,,,,,False,,2,https://doi.org/10.1638/06-062.1,journal-article,False,False,False,False,1042-7260,"1042-7260,1937-2825",Journal of Zoo and Wildlife Medicine,closed,2008-03-01,American Association of Zoo Veterinarians
10.7589/0090-3558-35.3.600,open (via free pdf),publisher,,http://www.jwildlifedis.org/doi/pdf/10.7589/0090-3558-35.3.600,True,publishedVersion,2,https://doi.org/10.7589/0090-3558-35.3.600,journal-article,True,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,bronze,1999-07-01,Wildlife Disease Association
10.1016/j.vetmic.2004.04.012,oa repository (via OAI-PMH doi match),repository,implied-oa,http://europepmc.org/articles/pmc7117438?pdf=render,True,publishedVersion,2,https://doi.org/10.1016/j.vetmic.2004.04.012,journal-article,True,False,False,False,0378-1135,0378-1135,Veterinary Microbiology,green,2004-08-01,Elsevier BV
10.7589/0090-3558-44.1.45,,,,,False,,2,https://doi.org/10.7589/0090-3558-44.1.45,journal-article,False,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,closed,2008-01-01,Wildlife Disease Association
10.11609/jott.zpj.18.2.1030,open (via free pdf),publisher,,https://doi.org/10.11609/jott.zpj.18.2.1030,True,publishedVersion,2,https://doi.org/10.11609/jott.zpj.18.2.1030,journal-article,True,False,False,False,0973-2535,"0973-2535,0973-2551",Zoos' Print Journal,bronze,2003-01-21,Wildlife Information Liaison Development Society
10.3390/pathogens9110968,oa journal (via doaj),publisher,cc-by,https://www.mdpi.com/2076-0817/9/11/968/pdf,True,publishedVersion,2,https://doi.org/10.3390/pathogens9110968,journal-article,True,False,True,True,2076-0817,2076-0817,Pathogens,gold,2020-11-20,MDPI AG
10.1002/ajp.20041,,,,,False,,2,https://doi.org/10.1002/ajp.20041,journal-article,False,False,False,False,0275-2565,"0275-2565,1098-2345",American Journal of Primatology,closed,2004-01-01,Wiley
10.1007/s10329-012-0339-x,,,,,False,,2,https://doi.org/10.1007/s10329-012-0339-x,journal-article,False,False,False,False,0032-8332,"0032-8332,1610-7365",Primates,closed,2012-12-28,Springer Science and Business Media LLC
10.3201/eid0505.990506,oa journal (via doaj),publisher,cc-by,https://doi.org/10.3201/eid0505.990506,True,publishedVersion,2,https://doi.org/10.3201/eid0505.990506,journal-article,True,False,True,True,1080-6040,"1080-6040,1080-6059",Emerging Infectious Diseases,gold,1999-10-01,Centers for Disease Control and Prevention (CDC)
10.1111/j.1600-0684.1992.tb00586.x,,,,,False,,2,https://doi.org/10.1111/j.1600-0684.1992.tb00586.x,journal-article,False,False,False,False,0047-2565,"0047-2565,1600-0684",Journal of Medical Primatology,closed,1992-07-01,Wiley
10.7589/0090-3558-35.3.591,open (via free pdf),publisher,,http://www.jwildlifedis.org/doi/pdf/10.7589/0090-3558-35.3.591,True,publishedVersion,2,https://doi.org/10.7589/0090-3558-35.3.591,journal-article,True,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,bronze,1999-07-01,Wildlife Disease Association
10.7589/0090-3558-44.4.983,oa repository (via OAI-PMH title and first author match),repository,,https://bioone.org/journals/journal-of-wildlife-diseases/volume-44/issue-4/0090-3558-44.4.983/Ocular-Plague-Yersinia-pestis-in-Mule-Deer-Odocoileus-hemionus-from/10.7589/0090-3558-44.4.983.pdf,True,submittedVersion,2,https://doi.org/10.7589/0090-3558-44.4.983,journal-article,True,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,green,2008-10-01,Wildlife Disease Association
10.1099/vir.0.79799-0,open (via free article),publisher,,https://doi.org/10.1099/vir.0.79799-0,True,publishedVersion,2,https://doi.org/10.1099/vir.0.79799-0,journal-article,True,False,False,False,0022-1317,"0022-1317,1465-2099",Journal of General Virology,bronze,2004-04-01,Microbiology Society
10.1128/jvi.02646-07,open (via free pdf),publisher,,https://jvi.asm.org/content/82/7/3509.full.pdf,True,publishedVersion,2,https://doi.org/10.1128/jvi.02646-07,journal-article,True,False,False,False,0022-538X,"0022-538X,1098-5514",Journal of Virology,bronze,2008-04-01,American Society for Microbiology
10.1002/(sici)1098-2345(1997)43:2<87::aid-ajp1>3.0.co;2-t,,,,,False,,2,https://doi.org/10.1002/(sici)1098-2345(1997)43:2<87::aid-ajp1>3.0.co;2-t,journal-article,False,False,False,False,0275-2565,"0275-2565,1098-2345",American Journal of Primatology,closed,1997-01-01,Wiley
10.7589/0090-3558-29.3.481,open (via free pdf),publisher,,http://www.jwildlifedis.org/doi/pdf/10.7589/0090-3558-29.3.481,True,publishedVersion,2,https://doi.org/10.7589/0090-3558-29.3.481,journal-article,True,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,bronze,1993-07-01,Wildlife Disease Association
10.4269/ajtmh.2006.74.322,,,,,False,,2,https://doi.org/10.4269/ajtmh.2006.74.322,journal-article,False,False,False,False,0002-9637,"0002-9637,1476-1645",The American Journal of Tropical Medicine and Hygiene,closed,2006-02-01,American Society of Tropical Medicine and Hygiene
10.1007/s004360050660,,,,,False,,2,https://doi.org/10.1007/s004360050660,journal-article,False,False,False,False,0932-0113,"0932-0113,1432-1955",Parasitology Research,closed,1999-09-24,Springer Science and Business Media LLC
10.7589/0090-3558-22.1.118,,,,,False,,2,https://doi.org/10.7589/0090-3558-22.1.118,journal-article,False,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,closed,1986-01-01,Wildlife Disease Association
10.7589/0090-3558-23.2.199,,,,,False,,2,https://doi.org/10.7589/0090-3558-23.2.199,journal-article,False,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,closed,1987-04-01,Wildlife Disease Association
10.1002/ajp.1350180304,,,,,False,,2,https://doi.org/10.1002/ajp.1350180304,journal-article,False,False,False,False,0275-2565,"0275-2565,1098-2345",American Journal of Primatology,closed,1989-01-01,Wiley
NA,,,,,False,,1,https://doi.org/NA,,False,False,False,False,,,,,,
10.1017/s0031182001007594,oa repository (via OAI-PMH doi match),repository,,https://researchonline.lshtm.ac.uk/id/eprint/16246/1/Egyptian.pdf,True,acceptedVersion,2,https://doi.org/10.1017/s0031182001007594,journal-article,True,False,False,False,0031-1820,"0031-1820,1469-8161",Parasitology,green,2001-05-01,Cambridge University Press (CUP)
10.1007/978-1-4757-0596-6_15,,,,,False,,2,https://doi.org/10.1007/978-1-4757-0596-6_15,book-chapter,False,False,False,False,,,Hydra: Research Methods,closed,1983-01-01,Springer US
10.1111/j.1755-0998.2008.02393.x,,,,,False,,2,https://doi.org/10.1111/j.1755-0998.2008.02393.x,journal-article,False,False,False,False,1755-098X,"1755-098X,1755-0998",Molecular Ecology Resources,closed,2009-05-01,Wiley
10.1080/00034983.1982.11687512,,,,,False,,2,https://doi.org/10.1080/00034983.1982.11687512,journal-article,False,False,False,False,0003-4983,"0003-4983,1364-8594",Annals of Tropical Medicine & Parasitology,closed,1982-02-01,Informa UK Limited
10.2307/3285177,,,,,False,,2,https://doi.org/10.2307/3285177,journal-article,False,False,False,False,0022-3395,0022-3395,The Journal of Parasitology,closed,2001-02-01,JSTOR
10.7589/0090-3558-40.3.466,open (via free pdf),publisher,,http://www.jwildlifedis.org/doi/pdf/10.7589/0090-3558-40.3.466,True,publishedVersion,2,https://doi.org/10.7589/0090-3558-40.3.466,journal-article,True,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,bronze,2004-07-01,Wildlife Disease Association
10.1128/jvi.65.4.2135-2140.1991,open (via free pdf),publisher,,https://jvi.asm.org/content/jvi/65/4/2135.full.pdf,True,publishedVersion,2,https://doi.org/10.1128/jvi.65.4.2135-2140.1991,journal-article,True,False,False,False,0022-538X,"0022-538X,1098-5514",Journal of Virology,bronze,1991-04-01,American Society for Microbiology
10.1093/aesa/60.5.875,,,,,False,,2,https://doi.org/10.1093/aesa/60.5.875,journal-article,False,False,False,False,0013-8746,"1938-2901,0013-8746",Annals of the Entomological Society of America,closed,1967-09-15,Oxford University Press (OUP)
10.7589/0090-3558-22.2.193,open (via free pdf),publisher,,http://www.jwildlifedis.org/doi/pdf/10.7589/0090-3558-22.2.193,True,publishedVersion,2,https://doi.org/10.7589/0090-3558-22.2.193,journal-article,True,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,bronze,1986-04-01,Wildlife Disease Association
10.1016/s0304-4017(99)00219-8,,,,,False,,2,https://doi.org/10.1016/s0304-4017(99)00219-8,journal-article,False,False,False,False,0304-4017,0304-4017,Veterinary Parasitology,closed,2000-03-01,Elsevier BV
10.3201/eid1407.071673,oa journal (via doaj),publisher,cc-by,https://doi.org/10.3201/eid1407.071673,True,publishedVersion,2,https://doi.org/10.3201/eid1407.071673,journal-article,True,False,True,True,1080-6040,"1080-6040,1080-6059",Emerging Infectious Diseases,gold,2008-07-01,Centers for Disease Control and Prevention (CDC)
10.7589/0090-3558-39.1.224,oa repository (via OAI-PMH title and first author match),repository,,https://bioone.org/journals/journal-of-wildlife-diseases/volume-39/issue-1/0090-3558-39.1.224/Coprologic-Survey-of-Parasites-of-Spotted-Hyenas-Crocuta-crocuta-in/10.7589/0090-3558-39.1.224.pdf,True,submittedVersion,2,https://doi.org/10.7589/0090-3558-39.1.224,journal-article,True,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,green,2003-01-01,Wildlife Disease Association
10.7589/0090-3558-40.3.548,oa repository (via OAI-PMH title and first author match),repository,,https://bioone.org/journals/journal-of-wildlife-diseases/volume-40/issue-3/0090-3558-40.3.548/Occurrence-of-Helicobacter-Infection-in-the-Gastric-Mucosa-of-Free/10.7589/0090-3558-40.3.548.pdf,True,submittedVersion,2,https://doi.org/10.7589/0090-3558-40.3.548,journal-article,True,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,green,2004-07-01,Wildlife Disease Association
10.2307/2421306,,,,,False,,2,https://doi.org/10.2307/2421306,journal-article,False,False,False,False,0003-0031,0003-0031,American Midland Naturalist,closed,1944-09-01,JSTOR
10.1111/j.1699-0463.1999.tb01491.x,,,,,False,,2,https://doi.org/10.1111/j.1699-0463.1999.tb01491.x,journal-article,False,False,False,False,0903-4641,"0903-4641,1600-0463",APMIS,closed,1999-03-01,Wiley
10.1136/vr.147.13.365,oa repository (via OAI-PMH title and first author match),repository,,https://orbi.uliege.be/bitstream/2268/246484/2/Evidence%20of%20Puumala%20Hantavirus_2000.pdf,True,submittedVersion,2,https://doi.org/10.1136/vr.147.13.365,journal-article,True,False,False,False,0042-4900,0042-4900,Veterinary Record,green,2000-09-01,Wiley
10.7589/0090-3558-28.2.316,,,,,False,,2,https://doi.org/10.7589/0090-3558-28.2.316,journal-article,False,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,closed,1992-04-01,Wildlife Disease Association
10.1016/s0140-6736(96)91149-6,,,,,False,,2,https://doi.org/10.1016/s0140-6736(96)91149-6,journal-article,False,False,False,False,0140-6736,0140-6736,The Lancet,closed,1996-02-01,Elsevier BV
10.2307/3285415,,,,,False,,2,https://doi.org/10.2307/3285415,journal-article,False,False,False,False,0022-3395,0022-3395,The Journal of Parasitology,closed,2002-02-01,JSTOR
10.7589/0090-3558-33.2.316,open (via free pdf),publisher,,http://www.jwildlifedis.org/doi/pdf/10.7589/0090-3558-33.2.316,True,publishedVersion,2,https://doi.org/10.7589/0090-3558-33.2.316,journal-article,True,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,bronze,1997-04-01,Wildlife Disease Association
10.4269/ajtmh.1962.11.597,,,,,False,,2,https://doi.org/10.4269/ajtmh.1962.11.597,journal-article,False,False,False,False,0002-9637,"0002-9637,1476-1645",The American Journal of Tropical Medicine and Hygiene,closed,1962-09-01,American Society of Tropical Medicine and Hygiene
10.4269/ajtmh.1964.13.248,,,,,False,,2,https://doi.org/10.4269/ajtmh.1964.13.248,journal-article,False,False,False,False,0002-9637,"0002-9637,1476-1645",The American Journal of Tropical Medicine and Hygiene,closed,1964-03-01,American Society of Tropical Medicine and Hygiene
10.1017/s0031182002002913,,,,,False,,2,https://doi.org/10.1017/s0031182002002913,journal-article,False,False,False,False,0031-1820,"0031-1820,1469-8161",Parasitology,closed,2003-04-01,Cambridge University Press (CUP)
10.1016/j.biocon.2003.09.016,,,,,False,,2,https://doi.org/10.1016/j.biocon.2003.09.016,journal-article,False,False,False,False,0006-3207,0006-3207,Biological Conservation,closed,2004-07-01,Elsevier BV
10.4269/ajtmh.1983.32.2.tm0320020434a,,,,,False,,2,https://doi.org/10.4269/ajtmh.1983.32.2.tm0320020434a,journal-article,False,False,False,False,0002-9637,"0002-9637,1476-1645",The American Journal of Tropical Medicine and Hygiene,closed,1983-03-01,American Society of Tropical Medicine and Hygiene
10.1051/parasite/1956315643,,,,,False,,2,https://doi.org/10.1051/parasite/1956315643,journal-article,False,False,False,False,0003-4150,0003-4150,Annales de Parasitologie Humaine et Comparée,closed,1956-01-01,EDP Sciences
10.5962/bhl.part.75087,open (via page says license),publisher,cc-by-nc-sa,https://doi.org/10.5962/bhl.part.75087,True,publishedVersion,2,https://doi.org/10.5962/bhl.part.75087,journal-article,True,False,False,False,0035-418X,0035-418X,Revue suisse de zoologie.,hybrid,1961-01-01,Museum d’Histoire naturelle of Geneva
10.1007/978-1-4757-2405-9_16,,,,,False,,2,https://doi.org/10.1007/978-1-4757-2405-9_16,book-chapter,False,False,False,False,,,Creatures of the Dark,closed,1995-01-01,Springer US
10.1080/00034983.1948.11685355,,,,,False,,2,https://doi.org/10.1080/00034983.1948.11685355,journal-article,False,False,False,False,0003-4983,"0003-4983,1364-8594",Annals of Tropical Medicine & Parasitology,closed,1948-04-01,Informa UK Limited
10.1017/s0031182099005168,,,,,False,,2,https://doi.org/10.1017/s0031182099005168,journal-article,False,False,False,False,0031-1820,"0031-1820,1469-8161",Parasitology,closed,2000-01-01,Cambridge University Press (CUP)
10.1007/s00436-003-0982-7,,,,,False,,2,https://doi.org/10.1007/s00436-003-0982-7,journal-article,False,False,False,False,0932-0113,"0932-0113,1432-1955",Parasitology Research,closed,2003-06-26,Springer Science and Business Media LLC
10.7589/0090-3558-39.4.894,open (via free pdf),publisher,,http://www.jwildlifedis.org/doi/pdf/10.7589/0090-3558-39.4.894,True,publishedVersion,2,https://doi.org/10.7589/0090-3558-39.4.894,journal-article,True,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,bronze,2003-10-01,Wildlife Disease Association
10.1016/j.prevetmed.2012.03.010,,,,,False,,2,https://doi.org/10.1016/j.prevetmed.2012.03.010,journal-article,False,False,False,False,0167-5877,0167-5877,Preventive Veterinary Medicine,closed,2012-10-01,Elsevier BV
10.2307/3285256,,,,,False,,2,https://doi.org/10.2307/3285256,journal-article,False,False,False,False,0022-3395,0022-3395,The Journal of Parasitology,closed,2001-10-01,JSTOR
10.7589/0090-3558-32.4.707,,,,,False,,2,https://doi.org/10.7589/0090-3558-32.4.707,journal-article,False,False,False,False,0090-3558,0090-3558,Journal of Wildlife Diseases,closed,1996-10-01,Wildlife Disease Association
10.1016/s0304-4017(03)00210-3,,,,,False,,2,https://doi.org/10.1016/s0304-4017(03)00210-3,journal-article,False,False,False,False,0304-4017,0304-4017,Veterinary Parasitology,closed,2003-11-03,Elsevier BV
